date,sm_tp1_t,sm_tp2_t,sm_tp3_t,sm_tp4_t,sm_tp5_t,sm_tp6_t,sm_tot_t,i_quarant,i_under_test,i_nw_confirm,i_nw_quarant,i_nw_release,i_nw_test,i_nw_death,i_confirm_id_rto,i_quarant_id_rto,i_test_id_rto,i_test_cnfm_rto,i_confirm_rto,i_fatality_rto,i_release_rto
20200521,5703158,232069,266457,227584,342082,313057,7084407,723,18089,12,-58,69,12251,1,0.001080108,-0.074263764,0.015778567,0.014433003,0.014101972,0.000334735,0.911256968
20200522,6285805,229152,263350,218018,333555,335455,7665335,716,20286,20,-7,27,13734,0,0.001798238,-0.009681881,0.017413818,0.014245677,0.013885531,0.000329006,0.912044516
20200523,6485570,121533,157804,112858,192008,291571,7361344,705,21569,23,-11,32,12002,2,0.002064261,-0.015363128,0.014957292,0.014082091,0.013709143,0.000326613,0.913031796
20200524,5421758,53544,98163,46523,45933,235149,5901070,711,20333,25,6,19,5869,0,0.00223914,0.008510638,0.007206355,0.013988269,0.013641534,0.000324276,0.912689902
20200525,5728958,221019,256405,208035,324799,318176,7057392,713,19089,16,2,13,6148,1,0.001429848,0.00281294,0.007494919,0.013880012,0.013559412,0.000323074,0.91254685
20200526,5588527,236004,271998,239324,345027,308798,6989678,681,22044,19,-32,49,13038,2,0.00169552,-0.044880785,0.015776157,0.013732046,0.013371452,0.000320438,0.915367483
20200527,5619032,231031,267485,232892,343368,310553,7004361,701,21061,40,20,20,13401,0,0.003563474,0.029368576,0.015963549,0.013542675,0.013208251,0.000315403,0.913892588
20200528,5677719,233151,269266,230360,343225,310355,7064076,735,22370,79,34,45,15790,0,0.007012872,0.04850214,0.018513829,0.013404294,0.013059104,0.00030967,0.911495063
20200529,6272837,225894,267194,227280,335383,335754,7664342,770,24557,58,35,23,16454,0,0.005112835,0.047619048,0.018941688,0.013249466,0.012881869,0.000303914,0.908875636
20200530,6537611,121702,160007,120867,196300,292643,7429130,774,26298,39,4,35,17781,0,0.003420453,0.005194805,0.020088802,0.013051518,0.012671378,0.000297929,0.90883664
20200531,5692442,60282,103213,51002,51625,242509,6201073,793,23294,27,19,7,7921,1,0.002359934,0.024547804,0.008772833,0.012921282,0.012590825,0.000296436,0.90730729
20200601,5630340,223915,258779,211622,311126,312400,6948182,810,24058,35,17,17,10569,1,0.003051971,0.021437579,0.011603804,0.012819098,0.012484385,0.000294121,0.906024515
20200602,5437497,232236,272996,237103,334143,302830,6816805,823,28922,38,13,24,18460,1,0.003303486,0.016049383,0.020034925,0.012669484,0.012279606,0.000289408,0.905120873
20200603,5519345,232053,270762,232802,333554,307194,6895710,850,27865,49,27,21,17001,1,0.004245733,0.032806804,0.018089038,0.012475955,0.012112636,0.000285311,0.903106126
20200604,5631483,232627,271612,233296,324267,307010,7000295,857,28199,39,7,32,17006,0,0.00336497,0.008235294,0.017772864,0.012297245,0.011941166,0.000280328,0.902829134
20200605,6452237,230827,272526,224790,329891,339218,7849489,889,28766,39,32,7,17102,0,0.003353685,0.037339557,0.017561082,0.012126453,0.011774441,0.00027549,0.900411382
20200606,6582135,109957,149696,95273,154629,281171,7372861,915,27954,51,26,25,14345,0,0.004370929,0.029246344,0.014475862,0.011990575,0.011657159,0.000271559,0.898626163
20200607,5842474,55411,107055,50701,46025,247654,6349320,951,26481,57,36,21,7464,0,0.004863896,0.039344262,0.007424612,0.011939717,0.011627528,0.000269558,0.896059783
20200608,5749899,224156,262744,218519,328281,316699,7100298,978,24374,38,27,11,5445,0,0.003226902,0.028391167,0.005376349,0.011887225,0.011602669,0.000268117,0.894108685
20200609,5607542,239284,278914,248241,351758,460094,7185833,989,27459,38,11,26,17783,1,0.003216523,0.011247444,0.017464894,0.011751664,0.011440188,0.00026448,0.893435707
20200610,5629902,236730,275553,237564,343011,307630,7030390,1015,26223,50,26,22,15975,2,0.004218697,0.026289181,0.015419929,0.011603228,0.011313989,0.000262364,0.891530835
20200611,5628556,225892,267934,223666,317943,307999,6971990,1017,25494,45,2,43,14916,0,0.003780877,0.001970443,0.014179085,0.011472123,0.011197989,0.000258696,0.891771993
20200612,6342764,228615,273227,226065,322517,333889,7727077,1057,24244,56,40,15,14599,1,0.004687369,0.039331367,0.013683723,0.011353114,0.011098608,0.000256129,0.888861118
20200613,6053745,109262,150509,97268,147729,275083,6833596,1083,23352,48,26,22,13217,0,0.003999,0.024597919,0.012221136,0.011248404,0.011008455,0.000253036,0.887146295
20200614,5353347,50304,102154,44064,38879,231772,5820520,1089,21356,33,6,27,5623,0,0.002738362,0.005540166,0.005136548,0.01119956,0.01098219,0.000251743,0.886957961
20200615,5822631,224153,265906,209487,311312,318934,7152423,1114,20793,37,25,12,5392,0,0.0030619,0.022956841,0.004900361,0.011172191,0.010962098,0.000250516,0.885240492
20200616,5653864,238506,280459,239467,341717,310598,7064611,1117,22632,34,3,30,14048,1,0.002805049,0.002692998,0.012704855,0.011078855,0.010854937,0.000248266,0.885232415
20200617,5691705,234850,277222,238395,337733,313775,7093680,1145,21489,43,28,14,13056,1,0.003537639,0.025067144,0.011659568,0.010975998,0.01076779,0.000246287,0.883259551
20200618,5540214,220320,266439,220496,311812,304296,6863577,1177,21714,59,32,26,12889,1,0.004836859,0.027947598,0.01137777,0.010904824,0.010698151,0.00024439,0.881129151
20200619,6426046,229277,274050,224418,324251,336674,7814716,1191,21190,49,14,35,12351,0,0.003997716,0.011894647,0.010780196,0.010824428,0.010626365,0.000241783,0.880464814
20200620,6795367,123780,167418,114945,179024,296229,7676763,1237,21470,67,46,21,12838,0,0.005444499,0.038623006,0.011085753,0.010764457,0.010567076,0.000239132,0.877394326
20200621,6041637,57570,111801,52681,50698,253796,6568183,1273,20071,48,36,12,5562,0,0.003879415,0.029102668,0.004750188,0.010741167,0.010557918,0.000238002,0.874969809
20200622,5863865,226065,267280,221990,330441,318164,7227805,1277,19403,17,4,13,5603,0,0.00136865,0.003142184,0.004762581,0.010697855,0.010522255,0.000236873,0.874819103
20200623,5792499,247182,286417,253350,362561,315402,7257411,1295,22278,46,18,27,13946,1,0.003698344,0.014095536,0.011797988,0.010636141,0.010438022,0.000234947,0.873758411
20200624,5332370,208588,259402,214055,298121,293765,6606301,1324,20245,51,29,22,12585,0,0.004085229,0.022393822,0.01052247,0.010548221,0.01037153,0.000232501,0.871958516
20200625,5441024,205262,252576,204080,274147,299803,6676892,1307,18900,28,-17,44,11881,1,0.002233746,-0.012839879,0.009830407,0.010455418,0.010293508,0.000231057,0.873517472
20200626,6461559,225442,274435,223080,322407,338573,7845496,1148,18828,39,-159,198,11837,0,0.003104354,-0.12165264,0.009698659,0.010384948,0.010226281,0.000228838,0.886525948
20200627,6731809,121291,165112,119200,194610,292934,7624956,1054,19866,51,-94,145,11465,0,0.004046977,-0.081881533,0.009303628,0.010338145,0.010173021,0.000226728,0.894412392
20200628,6005815,56317,105706,49910,48097,251446,6517291,1069,19005,62,15,47,7915,0,0.004900024,0.014231499,0.006363666,0.01031484,0.010158225,0.000225295,0.893747542
20200629,5684518,213438,260986,207840,301066,311859,6979707,1046,18499,42,-23,65,8259,0,0.003303185,-0.021515435,0.006598253,0.010275846,0.010124973,0.000223818,0.89590029
20200630,5184997,203073,253734,212259,271132,293471,6418666,980,20809,42,-66,108,13811,0,0.00329231,-0.063097514,0.010961511,0.010215043,0.010048164,0.000221391,0.901398547
20200701,5586784,235363,273144,228663,302232,307162,6933348,955,19526,51,-25,76,11466,0,0.003984686,-0.025510204,0.00900166,0.010152445,0.009998203,0.000219416,0.903735409
20200702,5707095,235748,275773,232623,322036,309055,7082330,938,19782,54,-17,71,10731,0,0.004202335,-0.017801047,0.008349472,0.010111426,0.009957082,0.000217599,0.905455673
20200703,6323861,231638,276644,226246,317287,332461,7708137,926,21560,63,-12,75,11799,0,0.004882207,-0.012793177,0.009104434,0.010081628,0.00991542,0.000215636,0.906840441
20200704,6498968,120140,163939,111489,170489,286063,7351088,936,22321,63,10,52,11762,1,0.004858487,0.010799136,0.008993998,0.010044696,0.009874781,0.000214471,0.906446662
20200705,5786759,54341,107909,48821,43383,244136,6285349,976,21649,61,40,21,6532,0,0.004681504,0.042735043,0.004950274,0.010035986,0.00987214,0.000213415,0.903827057
20200706,5711866,218196,261100,211947,310716,315199,7029024,1005,21292,46,29,16,5741,1,0.003513864,0.029713115,0.004329383,0.010024388,0.009864123,0.000213246,0.901880186
20200707,5562218,231951,273691,236979,334017,308451,6947307,982,23675,44,-23,66,14398,1,0.003349319,-0.022885572,0.010810965,0.009966586,0.009791308,0.000211708,0.903876792
20200708,5636506,230166,270987,231668,334553,308682,7012562,988,24012,62,6,56,13540,0,0.00470374,0.00610998,0.010057986,0.009914488,0.009739405,0.0002096,0.903873745
20200709,5733148,232040,273790,235189,334044,310632,7118843,987,23912,50,-1,49,12037,2,0.00377558,-0.001012146,0.008852467,0.009862308,0.009690393,0.000209219,0.904160084
20200710,5983924,203560,256337,200203,275378,320572,7239974,985,23527,45,-2,46,13119,1,0.00338524,-0.002026342,0.00956355,0.009797534,0.00963109,0.000207959,0.904558405
20200711,6415968,114250,157301,106758,164093,283756,7242126,941,22950,35,-44,79,12051,0,0.002624082,-0.044670051,0.008701774,0.00973296,0.00957306,0.000206165,0.908098407
20200712,5517535,51599,103923,45709,40901,234501,5994168,950,21830,44,9,34,5203,1,0.003290212,0.009564293,0.003724567,0.009720252,0.009568917,0.000206113,0.907654468
20200713,4996826,180829,232574,171628,222704,280783,6085344,986,21845,62,36,26,6168,0,0.004621003,0.037894737,0.004398978,0.009721833,0.009571033,0.00020521,0.905408413
20200714,5405802,216274,258938,213180,271040,298461,6663695,941,24289,33,-45,78,12304,0,0.002448253,-0.045638945,0.0087367,0.009676816,0.009511367,0.000203433,0.908969805
20200715,5658247,230407,273566,229813,315388,307621,7015042,914,23297,39,-27,66,10700,0,0.002886323,-0.02869288,0.007531944,0.00962416,0.009467511,0.000201912,0.911224264
20200716,5820603,233000,274319,234438,328731,312932,7204023,925,23404,61,11,48,10032,2,0.004501513,0.012035011,0.007008934,0.009599815,0.009443937,0.000201894,0.910667058
20200717,6478738,232216,277443,233893,331245,336456,7889991,919,23110,60,-6,64,9669,2,0.004407875,-0.006486486,0.006708304,0.009574853,0.009422357,0.000201927,0.911351668
20200718,6637650,121685,165299,115174,174926,291873,7506607,898,22923,39,-21,59,9187,1,0.002852545,-0.022850925,0.006331421,0.00953954,0.009389784,0.000201342,0.913062505
20200719,5237395,50771,103652,45550,37473,223003,5697844,894,21953,34,-4,37,5095,1,0.002479761,-0.004454343,0.003489238,0.009523011,0.009380338,0.000201324,0.913495817
20200720,5448006,196729,243555,187782,260360,302454,6638886,903,21302,26,9,16,4894,1,0.001891597,0.010067114,0.003339933,0.009504511,0.009366797,0.000201334,0.912932975
20200721,5701319,230096,271699,230608,322724,311865,7068311,877,23864,45,-26,71,12197,0,0.003267737,-0.028792913,0.00829619,0.009472577,0.009320084,0.000199678,0.915098437
20200722,5332892,208050,258134,209309,285911,290966,6585262,884,21751,63,7,55,9681,1,0.004559931,0.007981756,0.00653067,0.009439442,0.009301836,0.000199052,0.914907414
20200723,5174250,199644,250734,196227,253560,282706,6357121,883,21418,59,-1,60,8783,0,0.004251027,-0.001131222,0.005886449,0.009421158,0.009286713,0.000197887,0.91533936
20200724,5900481,202295,252735,194783,242246,313759,7106299,864,20559,41,-19,59,9473,1,0.002941599,-0.021517554,0.00631174,0.00938334,0.009255612,0.000197308,0.916875313
20200725,6051677,111056,151706,102134,144301,268268,6829142,928,19681,113,64,49,8307,0,0.008083554,0.074074074,0.005500133,0.009401229,0.009279392,0.000196229,0.913000284
20200726,5728084,53477,102255,44566,40498,243957,6212837,962,19214,58,34,24,4292,0,0.00411581,0.036637931,0.002826224,0.009410047,0.009291325,0.000195676,0.910954064
20200727,5646498,206490,253385,197444,273072,304043,6880932,971,18770,25,9,15,4048,1,0.001766784,0.009355509,0.002658041,0.009398596,0.009283066,0.000195812,0.910405644
20200728,5419799,214234,257498,216007,277571,297140,6682249,896,20444,28,-75,102,10730,1,0.001975309,-0.077239959,0.00702697,0.009360953,0.009236498,0.000195096,0.915792438
20200729,5423653,206473,256575,208991,273912,293632,6663236,882,19326,48,-14,62,9603,0,0.003379568,-0.015625,0.006245025,0.009326687,0.009210196,0.000193885,0.917058452
20200730,5676820,206741,256320,208323,267173,302519,6917896,837,19018,18,-45,63,8908,0,0.001263069,-0.051020408,0.005757099,0.00928248,0.009169042,0.000192775,0.920316771
20200731,6694856,203125,253257,200543,267938,336674,7956393,821,18330,36,-16,51,7581,1,0.002522952,-0.01911589,0.004871435,0.009256108,0.009147613,0.00019248,0.921565886
20200801,6767220,107035,147935,94279,123591,274004,7514064,802,18278,31,-19,50,8034,0,0.002167074,-0.023142509,0.005137499,0.009227886,0.009120579,0.000191497,0.923060826
20200802,6049353,53199,104678,46386,34457,233737,6521810,806,17768,30,4,26,4416,0,0.002092634,0.004987531,0.002809464,0.009217968,0.00911406,0.00019096,0.92294306
20200803,6031314,165700,204419,152128,197444,289849,7040854,808,17401,23,2,21,3511,0,0.001601002,0.00248139,0.002227444,0.009209809,0.009108363,0.000190536,0.922927236
20200804,5940112,178564,215475,172620,212219,292269,7011259,770,18724,34,-38,72,10023,0,0.002362916,-0.047029703,0.006344647,0.009180449,0.009072324,0.000189334,0.925743604
20200805,5842332,186188,221214,175719,226371,291017,6942841,748,18490,33,-22,54,8407,1,0.002288012,-0.028571429,0.005288153,0.009151122,0.009045249,0.000188964,0.9273658
20200806,5478908,189615,223870,176156,221423,280573,6570545,696,18031,43,-52,95,8300,0,0.002974543,-0.069518717,0.005193385,0.009127732,0.009025283,0.000187988,0.931167667
20200807,6081859,198477,235658,178763,229140,304500,7228397,673,17068,20,-23,42,7165,1,0.001379405,-0.033045977,0.004460042,0.00909379,0.008997603,0.000187773,0.93277774
20200808,5255917,106253,143659,88230,109749,226109,5929917,629,16105,43,-44,86,6862,1,0.002961636,-0.0653789,0.004252466,0.009076239,0.008986038,0.000187595,0.935929131
20200809,4775007,49790,100064,44001,35212,195897,5199971,651,16803,36,22,13,4136,1,0.002472188,0.034976153,0.002552277,0.009079222,0.00898532,0.000187733,0.934511577
20200810,5291314,198895,243299,181028,210855,281017,6406408,663,16396,28,12,16,3653,0,0.001918071,0.01843318,0.002248484,0.009073724,0.008982358,0.000187312,0.933816491
20200811,5440994,213683,259840,212233,256378,290050,6673178,626,17489,34,-37,71,9541,0,0.002324627,-0.055806938,0.005859475,0.0090474,0.008950791,0.00018622,0.936493861
20200812,5862715,228562,270682,223612,295448,306172,7187191,623,17375,54,-3,57,8808,0,0.003683492,-0.004792332,0.005377802,0.009031,0.008935707,0.000185224,0.936930814
20200813,6118958,229443,274949,226123,312473,315972,7477918,648,17798,56,25,31,8246,0,0.003805899,0.040128411,0.005007737,0.009022051,0.008925021,0.000184301,0.935477319
20200814,6879878,222660,273705,207916,300319,339972,8224450,705,20132,103,57,46,10186,0,0.006973595,0.087962963,0.006155062,0.009041601,0.008932282,0.000183174,0.93209171
20200815,6795870,103379,152033,84967,125718,271843,7533810,833,21618,166,128,38,10212,0,0.011161165,0.181560284,0.006133024,0.009094273,0.008976921,0.000182057,0.924330075
20200816,6630636,53578,109340,46143,42375,253734,7135806,1103,22005,279,270,9,6491,0,0.018551765,0.324129652,0.003874539,0.009228923,0.009108169,0.000181355,0.908081995
20200817,6359199,167432,195022,151404,220547,282124,7375728,1293,22964,197,190,7,6683,0,0.012860687,0.17225748,0.003973749,0.009315487,0.009188792,0.000180637,0.8970029
20200818,6033744,238015,277953,232385,334205,315503,7431805,1521,25219,246,228,17,8572,1,0.015855624,0.176334107,0.005076785,0.009427433,0.009287336,0.000180314,0.884080959
20200819,5853347,241534,282078,247811,352835,307642,7285247,1746,31022,297,225,72,18022,0,0.018843982,0.147928994,0.010619655,0.009535392,0.009362916,0.000178419,0.872213227
20200820,5831781,240940,281533,242836,350664,306523,7254277,1976,34998,288,230,57,19019,1,0.017934986,0.131729668,0.011089382,0.009620472,0.009426308,0.000177039,0.860332803
20200821,6251602,234851,281193,235669,347967,320940,7672222,2241,38045,324,265,57,20040,2,0.019821363,0.134109312,0.01155654,0.009714011,0.009503324,0.000176156,0.847030594
20200822,5662566,121798,162838,118830,201101,254182,6521315,2524,42427,332,283,49,21677,0,0.019916017,0.126282909,0.012357742,0.009808622,0.009574276,0.000174006,0.833372544
20200823,5081191,54096,100570,47491,49480,214587,5547415,2890,47564,397,366,31,15386,0,0.023350194,0.145007924,0.008664264,0.009978654,0.009713676,0.000172511,0.816138859
20200824,5739551,225466,268323,219910,334673,308121,7096044,3137,47995,266,247,19,13236,0,0.015288235,0.085467128,0.007389517,0.010057349,0.009789839,0.000171246,0.804924993
20200825,5665772,245386,285158,254394,370260,303739,7124709,3349,50362,280,212,67,21415,1,0.015850552,0.067580491,0.011868066,0.010107154,0.009828369,0.000169785,0.796099192
20200826,5064212,222310,260364,220213,297662,277452,6342213,3585,52795,320,236,82,23669,2,0.017832265,0.070468797,0.01296337,0.010165797,0.00987561,0.000168694,0.786641117
20200827,4760620,194696,241408,194659,246200,259897,5897480,3932,52041,441,347,93,20073,1,0.024144539,0.09679219,0.010853168,0.010291944,0.010005461,0.000167417,0.773067465
20200828,5927185,223843,271374,226118,319530,313822,7281872,4210,50711,371,278,90,18138,3,0.019833209,0.070701933,0.009701649,0.010384833,0.010105858,0.000167398,0.762750957
20200829,5367381,125075,164435,125120,200327,243059,6225397,4314,54046,323,104,214,21612,5,0.016931383,0.024703088,0.01144875,0.010456626,0.010160638,0.000168122,0.761082474
20200830,4791057,57412,102227,52331,51709,203614,5258350,4473,58021,299,159,138,14841,2,0.015412371,0.036856745,0.007772888,0.010555963,0.010237661,0.000167865,0.756535865
20200831,5531702,227463,266102,227464,336592,300879,6890202,4650,57876,248,177,70,13519,1,0.012589472,0.039570758,0.007025886,0.010611162,0.010294222,0.000167209,0.750639194
20200901,5390920,245602,281395,257132,356030,293472,6824551,4660,56743,235,10,225,21391,0,0.01178122,0.002150538,0.011039439,0.010609056,0.010301774,0.000165384,0.75304727
20200902,4739747,207338,252017,210523,261958,264583,5936166,4767,56748,267,107,158,21215,2,0.013229611,0.022961373,0.010829063,0.010630881,0.010326239,0.000164622,0.750941366
20200903,4830225,204788,243948,198583,222864,268799,5969207,4786,55524,195,19,173,20257,3,0.009535919,0.003985735,0.010229284,0.010613729,0.010319152,0.000164455,0.75222825
20200904,6148329,244737,280784,240442,344732,320995,7580019,4728,52266,198,-58,254,18354,2,0.009591165,-0.012118679,0.009174468,0.010597771,0.010323413,0.00016395,0.757268976
20200905,5781140,132296,167992,129322,208351,256931,6676032,4668,52077,168,-60,226,18139,2,0.008060647,-0.012690355,0.008984569,0.010584554,0.01031396,0.000163472,0.76197049
20200906,4593196,55199,98173,49371,44022,195094,5035055,4697,49621,167,29,137,8890,1,0.007948596,0.006212511,0.004364165,0.010608051,0.010350769,0.000163251,0.762430939
20200907,4258271,173540,214683,163614,179453,236104,5225665,4663,47109,119,-34,151,5362,2,0.005619304,-0.007238663,0.002620807,0.01062575,0.010381724,0.000163799,0.765261082
20200908,5436864,236477,272056,233935,307599,294545,6781476,4455,43370,136,-208,339,14781,5,0.006386176,-0.044606477,0.007205685,0.010595696,0.010373277,0.000165047,0.776222471
20200909,5412317,230036,271447,240448,342605,292678,6789531,4221,36533,156,-234,387,16156,3,0.007278835,-0.052525253,0.007819647,0.010552862,0.010367711,0.000165207,0.78853993
20200910,5646828,243865,280105,246318,351948,300359,7069423,4037,33018,155,-184,337,17357,2,0.007179915,-0.043591566,0.008335759,0.010521283,0.010355826,0.000164794,0.798417882
20200911,6184424,240556,279349,241950,350558,319579,7616416,3953,29423,176,-84,256,19620,4,0.008094559,-0.02080753,0.009344677,0.010488624,0.010343,0.000165156,0.8036863
20200912,6074193,124664,160379,126359,198839,264949,6949383,3671,27826,136,-282,413,16246,5,0.006204663,-0.071338224,0.007666061,0.010464355,0.010328,0.000166241,0.817456359
20200913,5909247,57751,97938,50449,49627,240346,6405358,3592,27705,121,-79,197,7813,3,0.005486284,-0.021520022,0.003658702,0.010482306,0.010346807,0.000167034,0.821879509
20200914,5754833,232268,270257,228605,335637,307766,7129366,3433,27476,109,-159,263,7732,5,0.004915224,-0.044265033,0.003607572,0.010494338,0.010360288,0.000168759,0.829661207
20200915,5667132,250849,286491,261289,372322,303122,7141205,3146,27310,106,-287,389,13576,4,0.004756563,-0.08360035,0.006311477,0.010476459,0.01034428,0.000169548,0.843106605
20200916,5546362,235115,275874,250637,353455,299137,6960580,2827,25842,113,-319,432,14254,0,0.005046671,-0.101398601,0.006585117,0.010452441,0.01032847,0.000168439,0.858069677
20200917,5651520,239386,275741,247459,356312,300441,7070859,2742,25508,153,-85,233,13060,5,0.006798791,-0.030067209,0.005994037,0.010458441,0.010336732,0.000169716,0.862559033
20200918,6371828,244092,280840,247398,357300,327633,7829091,2635,25403,126,-107,228,14473,5,0.005561195,-0.039022611,0.006602971,0.010446308,0.010326034,0.000170869,0.867796164
20200919,6790062,133091,168082,133352,210221,290837,7725645,2545,24705,110,-90,199,12797,1,0.004828161,-0.034155598,0.005800038,0.010432193,0.010316056,0.000170335,0.872319049
20200920,6166648,61683,105332,61032,61672,251114,6707481,2434,24274,82,-111,188,7539,5,0.003581881,-0.043614931,0.003397228,0.010431674,0.010317955,0.000172003,0.877388466
20200921,5866283,236487,271987,238982,356832,312348,7282919,2412,22536,70,-22,90,4888,2,0.00304679,-0.00903862,0.002195176,0.010432072,0.010326722,0.000172523,0.87862877
